"function evaluation" "noise-free fitness - Fopt (-4.620900000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.118155597e+03 +2.118155597e+03 +1.656065597e+03 +1.656065597e+03 -1.9969e+00 -3.5525e-01 +2.5641e+00 +3.8360e+00 -3.6021e+00 -3.8148e+00 -3.6847e+00 -1.1215e+00 -2.9291e+00 +1.5445e+00 -1.1876e+00 +1.4143e+00 -7.7648e-02 +2.4605e+00 -1.6986e+00 -2.4405e+00 +1.3540e+00 +1.8101e-01 -3.5528e+00 -1.2240e+00
2 +1.382558162e+03 +1.382558162e+03 +9.204681617e+02 +9.204681617e+02 +8.5596e-01 -9.5936e-01 -3.8838e+00 +3.9751e+00 +8.6882e-02 -1.6226e+00 -1.0387e+00 +1.1057e+00 -1.3541e+00 +2.6819e+00 -5.9106e-01 +1.3515e+00 -2.9563e+00 -3.4924e+00 -1.5681e+00 +3.0132e+00 -2.9035e+00 -3.7071e+00 +3.7078e-01 +3.3014e+00
20 +7.801881255e+02 +7.801881255e+02 +3.180981255e+02 +3.180981255e+02 -3.7822e+00 -2.6106e+00 +1.2784e+00 +1.2589e+00 -2.0186e+00 +1.6332e+00 +5.3783e-01 +2.9655e+00 -3.8175e+00 -7.5356e-02 +1.3417e+00 -3.4815e+00 +1.0244e-01 +1.9885e+00 -3.6181e+00 -2.2119e+00 -1.8946e+00 +1.4344e-01 +1.9841e+00 +3.2883e+00
146 +6.308090418e+02 +6.308090418e+02 +1.687190418e+02 +1.687190418e+02 -9.5083e-01 -3.8966e+00 +1.7595e-01 -9.4778e-01 -3.2061e+00 -3.3807e-01 +1.1953e+00 +3.2157e+00 -1.5028e-02 +2.4332e+00 +5.1690e-01 -2.4933e+00 +5.9586e-01 -1.0337e+00 -8.6187e-01 +5.0888e-01 -2.1061e+00 +1.1950e+00 +1.8720e+00 +6.3078e-01
"function evaluation" "noise-free fitness - Fopt (7.766000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.631377050e+03 +2.631377050e+03 +2.709037050e+03 +2.709037050e+03 +3.8585e+00 +3.3820e+00 +2.1639e+00 -1.6670e+00 +1.1664e+00 +2.3049e+00 -8.9132e-01 -3.0237e+00 -3.6191e+00 -3.2638e+00 +5.9826e-02 -4.0740e-01 +1.2427e-01 +1.1790e+00 +6.9907e-01 +3.5196e+00 +1.8919e+00 +2.8667e+00 +2.7992e+00 +2.1697e-01
5 +1.168923962e+03 +1.168923962e+03 +1.246583962e+03 +1.246583962e+03 -5.0499e-01 +2.3184e+00 +5.7309e-01 +3.2046e+00 +1.0911e+00 -1.1609e+00 +7.4307e-01 +3.1319e+00 +7.4060e-01 -1.2559e+00 -3.8482e+00 -3.0079e+00 -2.1934e-01 +5.7729e-01 -2.9663e+00 -2.5050e+00 -3.6832e+00 -2.0761e+00 -2.2091e+00 -1.4213e+00
32 +8.686253726e+02 +8.686253726e+02 +9.462853726e+02 +9.462853726e+02 +1.5322e+00 -3.3552e+00 -1.6339e+00 +3.1521e-01 -3.6645e+00 -1.9908e+00 -1.4162e+00 +2.0729e+00 -2.2539e+00 +2.5185e+00 +4.7280e-01 -3.5835e+00 -8.5808e-02 +1.7984e-01 -1.3680e+00 -3.1040e+00 +4.3351e-01 -2.5306e+00 +1.4776e+00 -5.2968e-01
541 +5.926013312e+02 +5.926013312e+02 +6.702613312e+02 +6.702613312e+02 -2.5408e+00 +1.1336e+00 +1.6310e+00 +3.5269e+00 +1.0153e+00 -3.8574e+00 -1.6234e+00 +7.3349e-01 -3.8041e+00 +1.1766e+00 +2.9410e-01 +3.6374e+00 +2.9488e-01 -6.8592e-01 +1.8268e+00 +1.1504e+00 -3.4531e+00 -1.5636e+00 +1.7276e+00 -1.5361e+00
"function evaluation" "noise-free fitness - Fopt (1.156800000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.714122046e+03 +2.714122046e+03 +2.829802046e+03 +2.829802046e+03 +5.0193e-01 +2.3210e-02 +2.8891e+00 +3.4392e+00 +9.8016e-01 +4.8698e-01 -3.4828e+00 -1.3006e+00 -1.9230e+00 +1.0381e+00 -2.2621e+00 -1.3346e+00 -3.2539e+00 +3.7818e+00 -3.9796e+00 -1.5825e-01 -3.3833e+00 -1.8469e+00 -3.5626e+00 +2.2738e+00
3 +1.095644867e+03 +1.095644867e+03 +1.211324867e+03 +1.211324867e+03 +4.8967e-01 -3.0288e+00 -3.0651e+00 +1.4395e+00 -3.6945e+00 +1.3840e+00 +8.6951e-01 +3.0153e+00 +3.6996e+00 -2.3450e+00 -6.3155e-01 -2.9000e+00 -1.4860e+00 -2.4769e+00 -1.6163e+00 -2.8594e+00 -9.5239e-01 -1.9797e+00 -4.8337e-01 -3.6293e+00
12 +8.778875856e+02 +8.778875856e+02 +9.935675856e+02 +9.935675856e+02 +1.4576e-02 -3.4931e+00 -9.4954e-01 -3.0256e+00 +3.0155e+00 -8.6900e-01 -8.5308e-01 +2.0528e+00 +7.7375e-01 +8.9523e-02 -3.2680e+00 +3.5797e+00 -2.0563e+00 +1.5279e+00 +2.0954e+00 +3.4000e+00 -6.3731e-01 +2.4123e+00 +2.8082e+00 -1.2608e+00
539 +6.299923861e+02 +6.299923861e+02 +7.456723861e+02 +7.456723861e+02 -8.7088e-03 -1.9074e+00 -4.2906e-01 +2.2704e+00 -1.1560e+00 +1.4285e+00 -2.0795e+00 -1.1509e+00 +2.4232e+00 -1.8473e+00 +1.3153e+00 -2.3919e+00 +2.8590e+00 -2.5694e+00 +2.5488e+00 +1.5112e+00 +5.2670e-01 +2.1122e+00 +3.1617e-01 -1.2774e+00
"function evaluation" "noise-free fitness - Fopt (-3.710000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +3.418560705e+03 +3.418560705e+03 +3.414850705e+03 +3.414850705e+03 +3.4177e+00 -3.2185e+00 -1.8371e+00 -1.7607e+00 +2.2978e+00 -5.7574e-02 -1.0964e+00 -3.8451e+00 +2.3990e+00 +7.7170e-01 -3.9483e+00 -3.9181e+00 +2.8722e+00 -1.7362e+00 +2.6608e+00 -3.4660e-01 +6.8501e-01 -1.1666e+00 +2.3624e+00 -4.2443e-01
2 +2.484853255e+03 +2.484853255e+03 +2.481143255e+03 +2.481143255e+03 +2.1786e+00 +2.3981e+00 +2.4676e-01 -2.8920e+00 -3.2333e+00 -7.1659e-01 -9.6374e-01 +8.0812e-01 -3.3130e+00 +2.0242e+00 +2.8944e+00 +2.6391e+00 +1.4672e+00 -1.9046e+00 -3.1478e+00 +3.1025e+00 +2.9984e+00 +3.1421e+00 -6.5825e-01 -3.3252e+00
6 +1.512616395e+03 +1.512616395e+03 +1.508906395e+03 +1.508906395e+03 -2.2257e+00 +5.9604e-01 +3.3618e+00 -3.4472e+00 -7.6413e-01 +3.8026e+00 -9.1403e-01 -2.2485e+00 +2.0137e+00 -7.1717e-02 +9.7023e-01 -3.7385e+00 +1.7777e+00 +2.5757e+00 -3.1062e+00 +2.0930e+00 -5.0715e-01 -3.7312e+00 -1.1727e+00 -3.6219e+00
16 +8.185383230e+02 +8.185383230e+02 +8.148283230e+02 +8.148283230e+02 -3.9225e+00 -2.6102e+00 -9.6076e-02 -3.0072e+00 -3.1290e+00 +1.2330e-02 -3.4400e-01 -2.6458e+00 +1.4675e+00 +3.4086e+00 -2.0952e+00 -2.7548e+00 +2.6029e+00 +2.8653e+00 -3.7667e+00 -3.8102e+00 -7.0129e-01 +1.4798e+00 +2.9968e+00 -2.9794e+00
88 +6.282316323e+02 +6.282316323e+02 +6.245216323e+02 +6.245216323e+02 -9.0119e-01 -3.8373e+00 -1.3780e+00 +1.5855e+00 -1.3025e+00 +2.6928e+00 +9.2971e-01 +1.1916e+00 +4.0250e-01 +4.7049e-01 +1.9105e+00 +3.6511e+00 +1.1177e+00 -2.5998e+00 -3.9744e+00 -3.0579e+00 +1.5977e+00 +1.6685e+00 +3.6198e+00 -3.4492e+00
"function evaluation" "noise-free fitness - Fopt (1.321800000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.062127073e+03 +1.062127073e+03 +1.194307073e+03 +1.194307073e+03 -3.4714e-01 -8.4342e-01 +4.3562e-01 +6.2258e-01 +1.6944e+00 -1.4179e+00 -2.7068e+00 +2.7598e+00 +1.9187e+00 +3.5211e+00 +2.9919e-01 -1.5164e-01 -7.1333e-01 -2.7930e+00 +1.3428e+00 -3.2668e+00 +1.4084e+00 +1.5788e+00 +2.1203e-01 +9.2384e-01
16 +8.395934497e+02 +8.395934497e+02 +9.717734497e+02 +9.717734497e+02 -1.8422e+00 -2.9295e+00 +1.9914e+00 -1.7570e+00 +3.2459e+00 +3.0796e+00 +2.5643e+00 -1.6762e+00 -4.6149e-01 -2.9689e+00 -4.6177e-01 -7.6873e-01 -3.2685e+00 +2.5938e+00 -1.7177e+00 +3.8013e+00 -8.6145e-01 +2.0184e+00 -1.3868e-01 +1.6396e+00
604 +6.290171550e+02 +6.290171550e+02 +7.611971550e+02 +7.611971550e+02 -2.2496e+00 +3.7848e+00 -1.8082e+00 +3.7215e+00 +2.6661e+00 -1.1673e+00 +7.5229e-01 +2.1421e+00 -2.7783e+00 +3.5656e+00 -2.5027e+00 +3.3612e+00 -2.4392e+00 +1.6647e+00 +3.5173e+00 +2.0864e+00 +4.2465e-01 +2.4309e+00 -2.1204e+00 +1.4901e-01
"function evaluation" "noise-free fitness - Fopt (-5.847300000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.392098227e+03 +2.392098227e+03 +1.807368227e+03 +1.807368227e+03 +2.5559e+00 -2.8167e-01 +2.7980e-01 -1.9394e+00 +2.5779e+00 +2.9969e+00 +9.9364e-01 -7.0694e-01 +1.4754e+00 +1.5714e+00 -2.4534e+00 -1.1681e-01 +1.6898e-01 -3.9221e+00 +3.2868e+00 -2.4220e+00 -1.7471e+00 +2.5496e+00 +1.6344e+00 +1.8020e+00
