"function evaluation" "noise-free fitness - Fopt (-4.620900000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +6.439452544e+02 +6.439452544e+02 +1.818552544e+02 +1.818552544e+02 -2.1992e+00 -1.6546e+00 +3.3363e+00 +3.5336e+00 +1.8076e+00
3 +4.587514652e+02 +4.587514652e+02 -3.338534771e+00 -3.338534771e+00 -2.0890e+00 -1.6821e+00 +2.4030e+00 -3.7650e+00 -2.2460e+00
5 +1.937423734e+02 +1.937423734e+02 -2.683476266e+02 -2.683476266e+02 +2.8972e+00 +1.2069e+00 -5.6253e-01 -2.6247e+00 +5.5314e-01
14 +9.900487210e+01 +9.900487210e+01 -3.630851279e+02 -3.630851279e+02 -1.7161e+00 +2.7126e+00 +1.5515e+00 -4.5338e-01 +6.5058e-01
572 +4.354886196e+01 +4.354886196e+01 -4.185411380e+02 -4.185411380e+02 +2.2800e+00 +2.3566e+00 +1.3543e+00 +1.0100e+00 +1.5783e+00
"function evaluation" "noise-free fitness - Fopt (7.766000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +9.870604952e+02 +9.870604952e+02 +1.064720495e+03 +1.064720495e+03 +1.3459e+00 +2.8875e+00 +2.2899e+00 -1.7248e-01 +3.2075e+00
3 +5.142853801e+02 +5.142853801e+02 +5.919453801e+02 +5.919453801e+02 +3.9164e+00 -3.7282e-02 -8.9739e-01 -3.2783e+00 +1.1120e+00
10 +9.203699854e+01 +9.203699854e+01 +1.696969985e+02 +1.696969985e+02 +1.6529e+00 +5.8613e-01 +1.4685e+00 +3.5881e+00 +1.5818e+00
27 +4.765499108e+01 +4.765499108e+01 +1.253149911e+02 +1.253149911e+02 +2.6287e+00 +8.8553e-01 +6.6320e-01 +3.8322e+00 +2.2213e+00
316 +3.124316595e+01 +3.124316595e+01 +1.089031660e+02 +1.089031660e+02 -7.0222e-01 -2.3234e+00 +1.2040e+00 +2.4077e+00 +1.7475e+00
"function evaluation" "noise-free fitness - Fopt (1.156800000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +5.251058330e+02 +5.251058330e+02 +6.407858330e+02 +6.407858330e+02 +3.0077e+00 -7.4898e-01 -2.3619e+00 +1.0990e+00 -2.6483e+00
2 +2.112391030e+02 +2.112391030e+02 +3.269191030e+02 +3.269191030e+02 -1.0761e+00 +3.3589e+00 -3.7280e+00 -3.0201e-01 +1.8363e+00
10 +9.321852466e+01 +9.321852466e+01 +2.088985247e+02 +2.088985247e+02 +2.2099e+00 -1.7713e+00 -1.2110e+00 -1.2516e-02 +3.2477e+00
221 +5.410764879e+01 +5.410764879e+01 +1.697876488e+02 +1.697876488e+02 +2.4517e+00 -2.5088e-01 -7.6107e-01 +3.4018e+00 +2.5989e+00
"function evaluation" "noise-free fitness - Fopt (-3.710000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.685574363e+03 +1.685574363e+03 +1.681864363e+03 +1.681864363e+03 +4.4397e-01 -2.0015e+00 +3.8168e+00 -2.4683e+00 +3.4494e-01
2 +6.029248205e+02 +6.029248205e+02 +5.992148205e+02 +5.992148205e+02 +3.3171e+00 +2.8145e+00 +1.9922e+00 -3.6545e+00 -1.4278e+00
6 +2.392748296e+02 +2.392748296e+02 +2.355648296e+02 +2.355648296e+02 +2.7568e-02 +1.4308e-01 -5.6548e-01 -1.8984e+00 +2.5055e+00
12 +1.128322602e+02 +1.128322602e+02 +1.091222602e+02 +1.091222602e+02 +3.1222e+00 -1.4839e+00 +9.2949e-01 +1.2329e+00 +1.2156e+00
33 +7.441291584e+01 +7.441291584e+01 +7.070291584e+01 +7.070291584e+01 -1.8719e+00 -3.0097e+00 -5.2440e-01 +3.7148e+00 +2.4136e+00
120 +4.653236161e+01 +4.653236161e+01 +4.282236161e+01 +4.282236161e+01 +1.3202e+00 -1.8890e+00 +2.2257e-01 +3.5323e+00 +3.2431e+00
"function evaluation" "noise-free fitness - Fopt (1.321800000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +4.329633027e+02 +4.329633027e+02 +5.651433027e+02 +5.651433027e+02 +3.0077e+00 -7.4898e-01 -2.3619e+00 +1.0990e+00 -2.6483e+00
2 +2.373616439e+02 +2.373616439e+02 +3.695416439e+02 +3.695416439e+02 -1.0761e+00 +3.3589e+00 -3.7280e+00 -3.0201e-01 +1.8363e+00
8 +1.326434770e+02 +1.326434770e+02 +2.648234770e+02 +2.648234770e+02 +9.2392e-01 -1.0127e+00 +2.0480e+00 -1.2649e+00 +4.6243e-01
37 +3.817971752e+01 +3.817971752e+01 +1.703597175e+02 +1.703597175e+02 +1.9048e+00 +2.2879e+00 +2.8278e+00 -2.6825e+00 +1.5347e+00
"function evaluation" "noise-free fitness - Fopt (-5.847300000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +9.986274237e+02 +9.986274237e+02 +4.138974237e+02 +4.138974237e+02 +1.5012e+00 -2.7441e+00 +1.5075e+00 -1.1634e+00 +1.6380e+00
3 +3.203693153e+02 +3.203693153e+02 -2.643606847e+02 -2.643606847e+02 -1.2567e+00 +1.5450e+00 -3.5890e+00 -1.1913e+00 -2.4829e+00
10 +1.433224987e+02 +1.433224987e+02 -4.414075013e+02 -4.414075013e+02 +1.4955e+00 -2.4371e+00 +1.9159e-01 -1.6014e+00 -1.3884e+00
39 +9.012923618e+01 +9.012923618e+01 -4.946007638e+02 -4.946007638e+02 -2.8640e+00 -3.1020e+00 +1.9054e+00 -3.5816e+00 -1.7148e-01
71 +4.592305772e+01 +4.592305772e+01 -5.388069423e+02 -5.388069423e+02 +6.7179e-01 -9.5300e-01 +2.0404e+00 -2.9982e+00 -1.4867e-02
"function evaluation" "noise-free fitness - Fopt (-3.654000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.542173163e+03 +1.542173163e+03 +1.505633163e+03 +1.505633163e+03 +1.5012e+00 -2.7441e+00 +1.5075e+00 -1.1634e+00 +1.6380e+00
3 +2.186998378e+02 +2.186998378e+02 +1.821598378e+02 +1.821598378e+02 -1.2567e+00 +1.5450e+00 -3.5890e+00 -1.1913e+00 -2.4829e+00
18 +1.351074153e+02 +1.351074153e+02 +9.856741535e+01 +9.856741535e+01 -2.8995e+00 -3.5973e+00 -2.4359e+00 -2.7468e+00 -1.5003e+00
52 +6.593813351e+01 +6.593813351e+01 +2.939813351e+01 +2.939813351e+01 -4.4218e-01 -2.9814e+00 +2.4424e-01 +1.4324e+00 +7.4035e-01
167 +5.719939194e+01 +5.719939194e+01 +2.065939194e+01 +2.065939194e+01 +7.4180e-02 -2.3097e+00 -1.5672e-01 +4.8018e-01 +6.0870e-01
"function evaluation" "noise-free fitness - Fopt (1.000000000000e+03)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +3.728966118e+03 +3.728966118e+03 +4.728966118e+03 +4.728966118e+03 +3.8691e+00 +1.7786e+00 +3.0875e+00 -1.1127e+00 -2.7968e+00
2 +1.835797185e+02 +1.835797185e+02 +1.183579718e+03 +1.183579718e+03 +2.2611e+00 -2.1051e+00 +3.0483e-01 +3.7478e+00 -2.7807e-02
36 +6.118949645e+01 +6.118949645e+01 +1.061189496e+03 +1.061189496e+03 +6.2078e-01 -1.6236e+00 -4.3705e-01 +2.2536e+00 +7.6586e-01
140 +3.343313301e+01 +3.343313301e+01 +1.033433133e+03 +1.033433133e+03 +8.2456e-01 -2.1587e-01 -5.7704e-01 +3.0948e+00 +2.2894e+00
"function evaluation" "noise-free fitness - Fopt (4.661000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +6.835835050e+03 +6.835835050e+03 +6.882445050e+03 +6.882445050e+03 -1.4311e+00 +1.9166e+00 -8.4958e-01 -3.6501e+00 +3.4155e+00
2 +6.273353286e+02 +6.273353286e+02 +6.739453286e+02 +6.739453286e+02 +2.3072e+00 -3.5225e+00 +1.9969e+00 -3.1742e-01 -3.4420e+00
